c0_left	 c0_right	 c_front	 c_back	 c_mean	 dcdx_mean	 p0	 dNu
3.00048e-005	2.99952e-005	4.22104e-010	4.21235e-010	4.2167e-010	8.68834e-008	5.01187e-011	2.89603e-008
3.00048e-005	2.99952e-005	1.01395e-010	1.00932e-010	1.01164e-010	4.62358e-008	6.30957e-011	1.54118e-008
3.00048e-005	2.99952e-005	2.12209e-011	2.10042e-011	2.11125e-011	2.16742e-008	7.94328e-011	7.22472e-009
3.00048e-005	2.99952e-005	3.93184e-012	3.84308e-012	3.88746e-012	8.87585e-009	1e-010	2.95862e-009
3.00048e-005	2.99952e-005	6.74857e-013	6.42545e-013	6.58701e-013	3.23122e-009	1.25893e-010	1.07707e-009
3.00048e-005	2.99952e-005	1.1723e-013	1.0625e-013	1.1174e-013	1.09796e-009	1.58489e-010	3.65988e-010
3.00048e-005	2.99952e-005	2.33196e-014	1.95719e-014	2.14458e-014	3.74772e-010	1.99526e-010	1.24924e-010
3.00048e-005	2.99952e-005	5.83063e-015	4.46108e-015	5.14585e-015	1.36956e-010	2.51189e-010	4.56519e-011
3.00048e-005	2.99952e-005	1.84037e-015	1.29079e-015	1.56558e-015	5.49583e-011	3.16228e-010	1.83194e-011
3.00048e-005	2.99952e-005	7.00109e-016	4.5772e-016	5.78915e-016	2.42389e-011	3.98107e-010	8.07962e-012
3.00048e-005	2.99952e-005	3.09777e-016	1.91922e-016	2.50849e-016	1.17855e-011	5.01187e-010	3.92851e-012
3.00048e-005	2.99952e-005	1.57436e-016	9.35338e-017	1.25485e-016	6.39017e-012	6.30957e-010	2.13006e-012
3.00048e-005	2.99952e-005	9.11296e-017	5.23187e-017	7.17242e-017	3.88109e-012	7.94328e-010	1.2937e-012
3.00048e-005	2.99952e-005	5.88766e-017	3.2942e-017	4.59093e-017	2.59346e-012	1e-009	8.64487e-013
3.0006e-005	2.9994e-005	2.96551e-005	2.9655e-005	2.9655e-005	5.34615e-006	1e-014	4.5068e-007
3.0006e-005	2.9994e-005	2.95668e-005	2.95667e-005	2.95667e-005	5.4027e-006	1.25893e-014	4.56798e-007
3.0006e-005	2.9994e-005	2.94561e-005	2.94561e-005	2.94561e-005	5.47338e-006	1.58489e-014	4.64498e-007
3.0006e-005	2.9994e-005	2.93178e-005	2.93177e-005	2.93178e-005	5.56155e-006	1.99526e-014	4.74185e-007
3.0006e-005	2.9994e-005	2.91451e-005	2.9145e-005	2.9145e-005	5.67126e-006	2.51189e-014	4.86367e-007
