c0_left	c0_right	c_front	c_back	c_mean	dcdx_mean	p0	dNu
0.0189287	0	0.00949492	0.00921799	0.00935646	27.6928	1e-014	9.43145e-005
0.0189287	0	0.00946694	0.00919027	0.0093286	27.667	1.25893e-014	9.47886e-005
0.0189287	0	0.00943188	0.00915553	0.00929371	27.6346	1.58489e-014	9.53877e-005
0.0189287	0	0.00938803	0.0091121	0.00925006	27.5939	1.99526e-014	9.61452e-005
0.0189287	0	0.00933329	0.00905787	0.00919558	27.5427	2.51189e-014	9.7104e-005
0.0189287	0	0.00926508	0.00899029	0.00912768	27.4785	3.16228e-014	9.83197e-005
0.0189287	0	0.0091803	0.00890632	0.00904331	27.3979	3.98107e-014	9.98634e-005
0.0189287	0	0.00907527	0.0088023	0.00893878	27.2969	5.01187e-014	0.000101828
0.0189287	0	0.00894567	0.00867397	0.00880982	27.1704	6.30957e-014	0.000104336
0.0189287	0	0.00878656	0.00851643	0.00865149	27.0123	7.94328e-014	0.000107547
0.0189287	0	0.00859239	0.00832424	0.00845831	26.815	1e-013	0.000111677
0.03	0	0.0150482	0.0146093	0.0148288	43.8894	1e-014	5.965e-005
0.03	0	0.0150039	0.0145654	0.0147846	43.8486	1.25893e-014	5.99502e-005
0.03	0	0.0149483	0.0145103	0.0147293	43.7972	1.58489e-014	6.03297e-005
0.03	0	0.0148788	0.0144415	0.0146601	43.7327	1.99526e-014	6.08094e-005
0.03	0	0.0147921	0.0143555	0.0145738	43.6516	2.51189e-014	6.14168e-005
0.03	0	0.0146839	0.0142484	0.0144662	43.5498	3.16228e-014	6.21867e-005
